"Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","lostreason","Longitude","Address","Geocode Status","Latitude"
"DevOps expert (Ilon Sjögren)","2e3d9132-ec82-d5b1-4dad-68f201b35ce7","SE0,00","'-99","03/12/2020","Closed Lost","0","","","Agile Content","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Direct Samsung Integration","5895a024-0eca-6f28-d5aa-68f2014e7c7f","SE187500,00","'-99","10/12/2023","Closed Lost","75","","","Staccs","","SE187500,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"DMC Video Dev Team","b0d48880-5352-b153-45ab-68f201a882c2","SE500000,00","'-99","05/11/2023","Closed Lost","60","","","Dolby","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Education for new colleagues","b7410988-7251-072d-3b1f-68f2015698bd","SE0,00","'-99","02/11/2021","Closed Lost","0","","","Broadpeak","","SE0,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Elisa, DAI","b8d36006-47e2-9812-dffa-68f201eb1120","SE200000,00","'-99","02/27/2025","Closed Lost","10","","","TV4 Media","","SE200000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Emergency Broadcast","36997834-634f-61ad-e153-68f201579fb0","SE120000,00","'-99","05/16/2025","Closed Won","95","","","DR","","SE120000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Encoder advisory","bef6bf9c-c137-1404-2652-68f2014b462f","SE20000,00","'-99","02/22/2024","Closed Won","50","","","NEP","","SE20000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Encoder and workflows","8332babc-d687-733d-0e80-68f2017cab48","SE250000,00","'-99","09/12/2024","Closed Lost","50","","","Nexstar","","SE250000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Encoding advisory","a998989d-443b-167a-7222-68f200620260","SE0,00","'-99","10/22/2020","Closed Lost","0","","","Telia","","SE0,00","","","adminalex","1","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Encoding engineer","2e325309-e55a-0d03-d7e8-68f201692a67","SE500000,00","'-99","01/10/2025","Closed Lost","50","","","Bitmovin","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Encore developer","9da51716-a38c-3a09-e26f-68f201f7ab62","SE500000,00","'-99","10/03/2025","Closed Lost","25","","","G&L Geißendörfer & Leschinsky","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Encore m.m.","de520b15-7471-e868-f7db-6937f1aecccb","SE200000,00","'-99","01/20/2026","Lead","25","","","G&L Geißendörfer & Leschinsky","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","12/09/2025 09:54","12/09/2025 09:54","1","1","0","","0,00000000","","","0,00000000"
"Encore OSaaS","9fb14cdf-a6ba-f713-0686-68f201c30224","SE200000,00","'-99","01/18/2024","Closed Lost","25","","","Nenda","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Encore OSaaS","a02d523a-3b1b-774b-1d3a-68f201e89d27","SE200000,00","'-99","10/02/2023","Closed Won","50","","","ITV","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Encore OSaaS","cc9d4a4d-378f-ef7a-b89e-68f2015f83f9","SE240000,00","'-99","01/18/2024","Closed Lost","70","","","Clipsource","","SE240000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Encore OSaas","cdcc2b12-2bde-50d2-cb24-68f201d27aa7","SE2000,00","'-99","10/02/2023","Closed Lost","10","","","Nobel Media","","SE2000,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Enhanced Advertising Project","2b4be9b4-ac66-7b49-d230-68f20196b6a5","SE0,00","'-99","04/21/2021","Closed Lost","0","","","Seven West Media","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"EPAS Analytics","a2a975fa-c20c-bb2b-299a-68f201459790","SE0,00","'-99","02/28/2025","Closed Won","75","","","Vimond","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Ersättare Tord, Java, Android, SDK","655f6401-fe08-545b-5906-68f201ff162c","SE0,00","'-99","06/03/2021","Closed Won","0","","","Red Bee Media","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"ESCM","93461868-8b98-e1c0-6c1b-68f2016ffd3d","SE0,00","'-99","03/26/2021","Closed Lost","0","","","","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Escm Altibox","9eec8a78-5db2-2747-e3e5-68f201460de5","SE0,00","'-99","02/11/2021","Closed Lost","0","","","Altibox","","SE0,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"ESCM holistisk översyn","68478a3c-6c9b-1150-d4c0-68f2013a604c","SE0,00","'-99","03/18/2021","Closed Lost","0","","","SF Anytime","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"ESCM with focus on scalability","40b13837-0792-ae99-171f-68f201e6d1b2","SE0,00","'-99","01/21/2021","Closed Won","0","","","Quickchannel","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Exoplayer development","5d6be0f9-4ec3-d23e-f44a-68f201638257","SE0,00","'-99","01/28/2021","Closed Lost","0","","","WaveOne","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Expert advice","3e41127a-35a6-c809-1a19-68f2014b88f3","SE100000,00","'-99","02/01/2024","Closed Won","60","","","Clipsource","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Expert Consultancy","a04b8113-d964-1fa8-0deb-68f20159a609","SE20000,00","'-99","09/15/2022","Closed Won","80","","","Streemfire","","SE20000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Expert Consultancy","b7c5cd91-0bec-20d3-a761-68f201f674bf","SE50000,00","'-99","03/16/2023","Closed Won","50","","","Torkhub","","SE50000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Expertstöd","8106a67a-ad95-1641-95c4-68f200c86492","SE0,00","'-99","03/05/2021","Closed Won","0","","","Nordic Entertainment Group","","SE0,00","","","adminalex","1","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Fairplay offline","caf883c0-e2f9-d9cf-cb0e-68f2017cc35a","SE0,00","'-99","02/26/2020","Closed Won","0","","","SF Anytime","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"FAST and Low Latency study","8c63bd04-d15f-2bac-5614-68f201726408","SE100000,00","'-99","09/29/2022","Closed Won","75","","","Broadpeak","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"FAST channel prototype","d80211fa-b2fa-dd8c-dbc3-68f2018ddc32","SE50000,00","'-99","01/11/2024","Closed Won","65","","","Rise News","","SE50000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"FAST market trend workshop","160ebe24-dd2f-cf7a-0b24-68f20157e00f","SE25000,00","'-99","01/27/2022","Closed Won","50","","","STIM","","SE25000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"FAST presentation","15f0797b-a4e3-34f0-d672-68f20196a984","SE15000,00","'-99","02/24/2022","Closed Lost","50","","","TV4 Media","","SE15000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Feature development, QA-team","65f005c2-8138-c7ef-eab9-68f201336267","SE1000000,00","'-99","11/01/2024","Closed Lost","25","","","Wowza","","SE1000000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","11/06/2025 12:13","1","1","0","","0,00000000","","","0,00000000"
"FFmpeg","5a1ffd33-518f-7213-1c19-68f2014a7d02","SE50000,00","'-99","05/23/2025","Closed Lost","25","","","Lanlink","","SE50000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"FFMPEG for Blackmagic Decklink","98b3d078-e1ab-b2c7-610b-68f201d2c1d1","SE0,00","'-99","02/25/2021","Closed Lost","0","","","Cheddar","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Field Operative Live Stream","5da4499a-d038-56f7-f838-68f20193c70e","SE100000,00","'-99","02/03/2022","Closed Lost","40","","","Fellowmind","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Fler resurser","855ffa94-6f0d-e385-bf76-68f2018d2b87","SE300000,00","'-99","01/11/2024","Closed Lost","25","","","GlobalConnect","","SE300000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","11/06/2025 12:13","1","1","0","","0,00000000","","","0,00000000"
"Förstudie Linear Business Devel","9912b81a-7c00-c72e-4ec4-68f2011c479c","SE0,00","'-99","08/20/2020","Closed Won","0","","","Pixlo","","SE0,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Förstudie streaminglösning för virtuella kanaler","67227605-abd2-7403-5f88-68f2014faff7","SE0,00","'-99","09/10/2020","Closed Lost","0","","","Ammo Content LLC","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Förstudie webbinarieportal","5b241e49-3cf2-410e-5995-68f201146619","SE0,00","'-99","04/09/2020","Closed Lost","0","","","TRR Trygghetsrådet","","SE0,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Förstudie(?) Youbora-validering med hjälp av Strea","5a725583-9c67-efaa-ea34-68f20159549d","SE0,00","'-99","03/26/2020","Closed Lost","0","","","TV4 Media","","SE0,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Frame-accurate synchronization","7d310494-afa1-c2cc-9358-68f201c7c4a0","SE200000,00","'-99","09/05/2024","Closed Lost","25","","","Brand Brigade","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Front end developer","ac33df16-0cb5-528e-9a3b-68f201de9cb0","SE0,00","'-99","03/26/2020","Closed Lost","0","","","Net Insight","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Front-end developers","54519c54-c300-9fd1-e5b4-68f201242b15","SE1300000,00","'-99","12/02/2021","Closed Won","40","","","ITV","","SE1300000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Front-end developers","63c90c82-fe52-d430-71a6-68f2013fdefd","SE0,00","'-99","08/27/2020","Closed Lost","0","","","Norigin Media","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Frontend developers","c64a0dda-cdd5-9af9-0186-68f201311cda","SE0,00","'-99","02/21/2020","Closed Lost","0","","","TV4 Media","","SE0,00","","","adminalex","1","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Frontend react","60910fb3-a2fa-a8e7-8139-6944fbd8ffa0","SE800000,00","'-99","01/09/2026","Prospect","25","","","Backlight Creative","","SE800000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","12/19/2025 07:16","12/19/2025 08:34","88d6d3dc-1e82-5e98-2dea-68ff57fae638","aa965b03-becb-7821-8519-68ff576136fb","0","","0,00000000","","","0,00000000"
"Frontendutveckling Shortly.film","beb36d3c-e7a4-e905-1d6c-68f2011aa033","SE0,00","'-99","11/19/2020","Closed Lost","0","","","Shortly","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Fullstackutvecklare","b1afbefd-d05e-8d98-adef-68f201386ab2","SE1000000,00","'-99","08/29/2025","Closed Lost","50","","","Interagent","","SE1000000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Further Automation of Metadata Generation","853694eb-ff5a-560d-119a-68f20181f217","SE0,00","'-99","10/08/2020","Closed Won","0","","","LO","","SE0,00","","","adminalex","1","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Gigset deal","4618a35f-338f-35b0-af31-68f201adea56","SE129000,00","'-99","11/21/2023","Closed Lost","50","","","Imagien","","SE129000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Gigset deal","b9c1dd52-4afc-cfb1-2326-68f2012941a4","SE45000,00","'-99","06/15/2023","Closed Won","80","","","Imagien","","SE45000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Gigset development","89a8274f-0fac-c103-04b3-68f20173fbad","SE200000,00","'-99","09/22/2022","Closed Won","75","","","Imagien","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Go developer","1096630d-f7e7-dc33-b219-68f201750d70","SE0,00","'-99","05/27/2021","Closed Lost","0","","","Paramount","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"GStreamer developer","f378de13-d17b-d0e7-07e7-68f2012fbe86","SE40000000,00","'-99","12/19/2025","Closed Lost","10","","","Sveriges Radio","","SE40000000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","11/28/2025 14:41","1","ebbf2708-f9cb-bff7-195e-68ff579f1d95","0","Project Cancelled","0,00000000","","","0,00000000"
"GUI SVT remote production","49757e86-12f5-fa63-41ee-68f2011f0707","SE400000,00","'-99","04/27/2023","Closed Won","50","","","Agile Content","","SE400000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","11/06/2025 12:12","1","1","0","","0,00000000","","","0,00000000"
"Hjälpa SF Anytime med leveranser för SF Kids från","b1751727-72bd-ae32-b583-68f2010fa484","SE0,00","'-99","04/01/2020","Closed Won","0","","","SF Anytime","","SE0,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"HTML5 app","2402863d-4d90-ddb8-c0b0-68f2012f440e","SE0,00","'-99","04/22/2021","Closed Lost","0","","","Playground TV","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"IlGlobo.tv deal","cd914c09-26d5-b6b2-0b98-68f201bbce9c","SE15000,00","'-99","02/21/2025","Closed Won","0","","","IlGlobo.tv","","SE15000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Implementation Ooona Translation Manager","6b218ead-4d3a-377f-003b-68f201de6f0c","SE100000,00","'-99","06/30/2022","Closed Won","90","","","Visual Data Media Services","","SE100000,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Implementationsprojektledare","6ea186a3-c0b0-b87d-c279-68f2013c90c5","SE1000000,00","'-99","02/22/2022","Closed Won","95","","","Storytel","","SE1000000,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","11/06/2025 12:12","1","1","0","","0,00000000","","","0,00000000"
"Improved video-quality","4c547bc4-95e0-3420-b5ea-68f2010a1bee","SE0,00","'-99","03/11/2021","Closed Lost","0","","","TV2 DK","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Independent platform view","5a418911-a53e-92e7-b353-68f201dd3f92","SE100000,00","'-99","02/01/2024","Closed Lost","15","","","Telenor","","SE100000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","11/06/2025 12:13","1","1","0","","0,00000000","","","0,00000000"
"Independent solution review","e9e7bfe1-05b4-c640-371a-68f201e76417","SE200000,00","'-99","05/30/2025","Closed Lost","50","","","ITV","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Ingest kvalitet","6116dce8-7f71-b454-adc9-68f20097421d","SE0,00","'-99","11/12/2020","Closed Lost","0","","","Tele2","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Ingest workflows","afbb6ad9-3a57-a501-478f-68f2016db009","SE200000,00","'-99","06/01/2023","Closed Lost","25","","","Producer.io","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Inlet VOD2Live","4d5ea364-6dc9-8e90-b0fe-68f20167210b","SE0,00","'-99","06/25/2020","Closed Lost","0","","","Inlet.tv","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Integration Hub advisory","6b1d0766-af1e-fb01-a995-68f20140aeed","SE200000,00","'-99","05/02/2024","Closed Won","75","","","Cleeng","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Interactive Video player","27de1b0b-f147-d98f-026c-68f2012e8be8","SE200000,00","'-99","03/03/2022","Closed Lost","50","","","Adventr","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Intercom","20c3bad9-a20f-b7f8-4169-68f20112943a","SE10000,00","'-99","02/20/2025","Closed Lost","50","","","Metronome","","SE10000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Intercom","6b32d3bf-b675-56cf-7464-68f201b9920f","SE20000,00","'-99","04/25/2025","Closed Won","0","","","YLE, the Finnish broadcasting company","","SE20000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Intercom","bf1cc9ca-9ceb-876b-8f75-68f201d4b9c1","SE40000,00","'-99","05/09/2025","Closed Lost","10","","","SRF","","SE40000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Intercom (fyrtråd) POC","3f8d3ebe-5484-ef05-0037-68f201173cf7","SE750000,00","'-99","03/14/2024","Closed Won","90","","","Sveriges Television","","SE750000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Intercom development","b27a0473-98ba-5cb4-242d-68f201a164a7","SE250000,00","'-99","01/10/2025","Closed Won","50","","","Sveriges Television","","SE250000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Intercom POC","72d9c2fd-21ea-00cc-0bbc-68f201d50775","SE40000,00","'-99","05/22/2025","Closed Won","90","","","CBC","","SE40000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Intern TV","9e9d7ab3-11da-b8ff-73cc-68f20121527d","SE100000,00","'-99","02/09/2024","Closed Won","85","","","Sveriges Radio","","SE100000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","11/06/2025 12:13","1","1","0","","0,00000000","","","0,00000000"
"Intro Workshops","b0a6d845-9dd2-da85-18d1-68f2016277b0","SE50000,00","'-99","09/09/2021","Closed Lost","25","","","Broadpeak","","SE50000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"iOS developer","36f10865-ae60-3763-de1c-68f20192f69f","SE125000,00","'-99","05/25/2023","Closed Won","50","","","XMReality","","SE125000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"iOS developer","79091879-3b1b-a34d-2a30-68f2018dfeff","SE500000,00","'-99","01/28/2022","Closed Lost","50","","","Dolby","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"iOS development","da5d8feb-3e13-410e-a5f1-68f201c420c3","SE100000,00","'-99","05/30/2024","Closed Won","35","","","Tiago Martinho LTD","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"iOS development","de9008f7-ad31-5189-99e5-68f201a32e7a","SE20000,00","'-99","01/18/2024","Closed Lost","50","","","AVEQ","","SE20000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"iOS graphics application","14b5543a-e94b-9b2d-53ea-68f2012e4055","SE100000,00","'-99","02/28/2025","Closed Lost","50","","","Sveriges Television","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"iOS Nielsen SDK implementation","6adc5bae-b3bd-cf3b-cb3e-68f2012b714c","SE500000,00","'-99","05/16/2025","Closed Lost","10","","","Viaplay","","SE500000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"iOS/Android developer","9c9cf57a-1064-06f6-6390-68f20161cb2b","SE500000,00","'-99","03/30/2023","Closed Lost","50","","","Red Bee Media","","SE500000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"iOS/react native","61bcb1c4-6ffd-1c9a-f2a7-68f201892940","SE300000,00","'-99","05/21/2025","Closed Won","90","","","Backlight Creative","","SE300000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","11/06/2025 12:14","1","1","0","","0,00000000","","","0,00000000"
"iOS/tvOS development","2d472a67-fcf7-7575-b80e-68f201995d96","SE500000,00","'-99","02/23/2023","Closed Won","50","","","Dolby","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"IP arkitekt","151a8835-1996-fbca-42ea-68f2011540cc","SE0,00","'-99","10/08/2020","Closed Lost","0","","","Telenor","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
