"Opportunity Name","ID","Opportunity Amount","Currency","Expected Close Date","Sales Stage","Probability (%)","Next Step","Type","Account Name","Description","Amount","Lead Source","campaign_id","Assigned to","Assigned User","Date Created","Date Modified","Created By","Modified By","Deleted","lostreason","Longitude","Address","Geocode Status","Latitude"
"Senior och junior utvecklare till paketerings-team","121b35e7-48c4-bad5-1ef3-68f201d017d0","SE1000000,00","'-99","04/21/2022","Closed Lost","10","","","Spotify","","SE1000000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SF Anytime Plattformsutredning","2e2bb306-282b-07ec-d521-68f20119e39e","SE0,00","'-99","03/28/2020","Closed Lost","0","","","SF Anytime","","SE0,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"SF Studios - Distribution Biofilm","20422645-1a20-6c42-0760-68f2014042af","SE0,00","'-99","05/27/2021","Closed Won","0","","","SF Studios","","SE0,00","","","tomasrapp","42b70baf-9446-3a79-3ffd-68ff571dc39a","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"SFU maintenance","5b5361bf-5e5d-8b2d-fb86-68f2014f8a94","SE100000,00","'-99","03/23/2023","Closed Lost","40","","","GlobalConnect","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SGAI Development","7cb88f49-26c7-5a69-7403-690115016d54","SE2000000,00","'-99","11/14/2025","Closed Lost","50","","New Business","MUX","","SE2000000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/28/2025 19:10","11/14/2025 11:58","aa965b03-becb-7821-8519-68ff576136fb","aa965b03-becb-7821-8519-68ff576136fb","0","Project Cancelled","0,00000000","","","0,00000000"
"SGAI implementation","20849840-70da-9fdb-5d6e-68f2016cf99e","SE500000,00","'-99","10/16/2024","Closed Won","90","","","Nowtilus","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SGAI POC","4da5f755-31c1-4d3e-8153-68f2019a1926","SE200000,00","'-99","11/04/2024","Closed Won","75","","","ITV","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SGAI POC","b67b32de-861e-4e58-4416-68f201339631","SE200000,00","'-99","06/06/2024","Closed Lost","25","","","TV4 Media","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SGAI-SSAI","74f58732-01bb-b0e8-6269-68f20187b8ba","SE900000,00","'-99","01/21/2025","Closed Won","90","","","TV4 Media","","SE900000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Shaka Packager updates","b90a5ef0-3995-b8e4-6e9a-68f201ed57cd","SE200000,00","'-99","08/29/2025","Closed Lost","0","","","Cires21","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Shortly video platform","2478bb6d-854f-6313-5e94-68f201d2284c","SE0,00","'-99","07/02/2020","Closed Lost","0","","","Shortly","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"SI partner","b714ce67-47f4-1a43-0e7e-68f201556893","SE100000,00","'-99","02/29/2024","Closed Lost","50","","","Cleeng","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Smart TV / Roku","e8a73b57-92f0-3ff1-e431-68f201e3562e","SE300000,00","'-99","06/14/2024","Closed Won","25","","","Imagien","","SE300000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Smart TV Development","767307c2-474b-8387-9657-68f201ad71a9","SE0,00","'-99","08/27/2020","Closed Lost","0","","","Hulu","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Smart TV utveckling","9051fb5b-a303-ae71-5b6f-68f201f19d53","SE100000,00","'-99","09/29/2022","Closed Lost","75","","","Playpilot","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Smart-tv, videospelare, frontend","d48e765f-8122-4f49-f770-68f200803f87","SE0,00","'-99","02/11/2020","Closed Lost","0","","","SF Anytime","","SE0,00","","","adminalex","1","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"SmartTV expertise","ba3dd19e-2c39-b963-0dd8-68f20118e76e","SE200000,00","'-99","02/23/2023","Closed Won","75","","","Nuuday","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Social Media Tool (prestudy)","174e75a7-510e-17ad-5f05-68f2014cea9a","SE0,00","'-99","02/13/2020","Closed Won","0","","","NEP Switzerland","","SE0,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Solution Advise","2a7b5fa6-8103-5418-8fd4-68f200c7e456","SE100000,00","'-99","06/17/2021","Closed Won","75","","","Bonnier News","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/29/2025 11:49","1","1","0","","0,00000000","","","0,00000000"
"Solution Advisory","23d64814-43d2-95e8-171c-68f2013fefd1","SE120000,00","'-99","08/10/2023","Closed Won","75","","","Vodafone Iceland","","SE120000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Solution Architect","6d8db500-d2e0-1507-547e-68f201e1db14","SE0,00","'-99","01/28/2021","Closed Lost","0","","","ATG","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Solution Architect","adb8f37e-d669-fb19-548b-68f2013b323e","SE0,00","'-99","02/18/2021","Closed Won","0","","","Antourage","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Solution Architect for Vimond IO","7a336513-b67a-3ae4-5adb-68f201dc6175","SE0,00","'-99","02/25/2021","Closed Lost","0","","","Vimond","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Solution Architecture and RFI","2e11b855-fbbf-dd08-9958-68f201c6856f","SE130000,00","'-99","08/08/2024","Closed Lost","65","","","Ateliere","","SE130000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Solution assessment","5219ca14-c36f-8cb4-5e11-68f2017233e5","SE145000,00","'-99","10/21/2021","Closed Won","75","","","Nuuday","","SE145000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Solution Audit","1fecac4d-0da5-7f8d-8a0d-68f201713168","SE200000,00","'-99","01/19/2023","Closed Lost","50","","","FUNKE Digital GmbH","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Solution audit","3fce7e74-fc1e-e1b1-727e-68f2013e69ee","SE250000,00","'-99","08/15/2024","Closed Lost","50","","","Seven West Media","","SE250000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Solution Audit","69923883-7f3c-20f9-911c-68f201330372","SE160000,00","'-99","09/22/2022","Closed Lost","60","","","SF Anytime","","SE160000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Solution Audit","70cf3608-92b6-303b-ee06-68f20144c42f","SE200000,00","'-99","01/20/2022","Closed Lost","50","","","Motorsport Network","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Solution Audit","804f121c-37d4-43df-6e74-68f201b027bc","SE230000,00","'-99","07/28/2022","Closed Won","50","","","ITV","","SE230000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Solution Audit","a44ea863-e63b-f7d9-e6eb-68f2016dc237","SE200000,00","'-99","03/03/2022","Closed Lost","50","","","OSN","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Solution Audit","e15971cf-a267-dd08-9074-68f2016510ed","SE0,00","'-99","01/21/2021","Closed Won","0","","","Staccs","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Solution prestudy","8a8b4750-03d4-1e76-8242-68f2011f200d","SE52000,00","'-99","11/11/2021","Closed Lost","25","","","Lead Innovative Concepts Limited","","SE52000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Solution recommendation","ef2d2ddf-5c5c-f526-ae1d-68f201084470","SE120000,00","'-99","01/18/2024","Closed Lost","60","","","Levira","","SE120000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Solution work packages","9f8653b2-bf71-a5dd-2aaa-68f201fce762","SE250000,00","'-99","09/07/2023","Closed Lost","50","","","ITV","","SE250000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Solution Workshop","775d9dd7-f0d4-76ce-8296-68f201c7177e","SE39000,00","'-99","08/10/2023","Closed Won","75","","","Nenda","","SE39000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SoulTV deal","d5ecb4d8-8bae-3b38-99a1-68f2013d4e36","SE590,00","'-99","05/03/2024","Closed Lost","10","","","SoulTV","","SE590,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Speaking opportunity and training","aa833bfd-02d6-59a4-1994-68f201689a4a","SE0,00","'-99","10/29/2020","Closed Lost","0","","","Informa Tech","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Special Video Dev Team","6628c38e-5fe3-41d3-96ff-68f201f29993","SE0,00","'-99","06/11/2020","Closed Won","0","","","Ad Lightning","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Special Video Dev Team","83c34e76-1579-44a6-b0ca-68f2012f2ec1","SE0,00","'-99","05/28/2020","Closed Lost","0","","","TVN S.A.","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Specialist support","6e7efa30-f8e5-04c5-6989-68f200512376","SE0,00","'-99","08/27/2020","Closed Lost","0","","","SF Studios","","SE0,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Specification for a new service","e1563789-d338-6b80-14f2-68f20166f6cb","SE0,00","'-99","10/22/2020","Closed Won","0","","","Broadpeak","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Speech to text förvaltning","53346d86-be27-7920-6dff-68f201f1868e","SE100000,00","'-99","09/22/2022","Closed Won","50","","","LO","","SE100000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","11/06/2025 12:12","1","1","0","","0,00000000","","","0,00000000"
"SR CDN Assessment","e4546510-194b-6646-9603-68f201bc5f44","SE300000,00","'-99","06/30/2023","Closed Won","10","","","Chas","","SE300000,00","","","borisasadanin","ebbf2708-f9cb-bff7-195e-68ff579f1d95","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SRT development","dad3037c-c7f0-ec9f-a8ba-68f201432b16","SE500000,00","'-99","06/02/2022","Closed Won","0","","","Televic Conference","","SE500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SRT receiver","4659b99c-bb51-d902-0f8c-68f201f3278e","SE50000,00","'-99","12/09/2021","Closed Won","80","","","Spiideo","","SE50000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"SRT stream player","1ba0a441-efde-6cea-fd77-68f2017e0dcd","SE130000,00","'-99","04/28/2022","Closed Lost","40","","","FN Digital","","SE130000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SRT/WebRTC development support","874ac872-5d11-5eaf-3292-68f20130d49a","SE1500000,00","'-99","04/17/2025","Closed Won","90","","","CBC","","SE1500000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SSAI","11ecf99b-e7e6-fd60-52ea-68f20170070b","SE0,00","'-99","05/18/2021","Closed Won","0","","","Spotify","","SE0,00","","","jonasbirme","5548ec37-5d60-9e14-3d62-68ff5722bdc6","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"SSAI","35c4ac12-2d3c-a42a-1369-68f2010f4b7d","SE50000,00","'-99","10/06/2022","Closed Won","50","","","Invidi","","SE50000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SSAI advice/implementation","bd19f307-29a4-d609-1d01-68f201760e06","SE250000,00","'-99","01/10/2025","Closed Lost","10","","","Nuuday","","SE250000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SSAI Advisory","5a9f5325-8dcc-de4d-1e07-68f201de652a","SE250000,00","'-99","08/29/2024","Closed Won","70","","","TV 2","","SE250000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SSAI advisory","f144559e-cf13-892f-5e35-68f20106ac55","SE200000,00","'-99","12/07/2023","Closed Lost","65","","","Sky Switzerland","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SSAI implementation","125fafbd-dfdf-b7c2-d467-68f20129a53f","SE100000,00","'-99","11/11/2024","Closed Won","75","","","RiksTV AS","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:42","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SSAI testfall","da23a407-29c2-620b-e916-68f201400d8a","SE200000,00","'-99","01/10/2023","Closed Won","75","","","Invidi","","SE200000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","11/06/2025 12:12","1","1","0","","0,00000000","","","0,00000000"
"SSAI testmiljö","3a6308b6-637a-048d-a20d-68f20152f3f3","SE100000,00","'-99","09/30/2021","Closed Lost","25","","","Tele2","","SE100000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"SSAI Training","aecf917e-6973-d468-8c48-68f201a8ea7b","SE30000,00","'-99","03/02/2023","Closed Won","50","","","Invidi","","SE30000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"SSAI workshop","b63ccb83-dafc-e8e8-83ec-68f201f38c73","SE40000,00","'-99","12/02/2021","Closed Lost","50","","","Amagi","","SE40000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"SSP prestudy","218df56a-6dc8-6774-4313-68f20132c09a","SE0,00","'-99","04/16/2020","Closed Lost","0","","","CPMPanda","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Staccs Advertising","76dfb16e-f02e-6439-0e79-68f20191d2b9","SE200000,00","'-99","01/19/2023","Closed Lost","50","","","Staccs","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"STB SW Vendor Evaluation","ab644fb4-df6a-698e-e392-68f201095c4c","SE200000,00","'-99","08/17/2022","Closed Won","60","","","Altibox","","SE200000,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Storage utredning","d4fa0b9d-2202-ae24-b34c-68f200c54702","SE0,00","'-99","03/26/2020","Closed Lost","0","","","Endemol Shine Group Nordic","","SE0,00","","","adminalex","1","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Strategi och strateg-på-plats","87d3d689-1f3d-bcd2-9b7b-68f2012bed74","SE100000,00","'-99","08/24/2023","Closed Lost","25","","","Telenor","","SE100000,00","","","alexanderbjorneheim","88d6d3dc-1e82-5e98-2dea-68ff57fae638","10/17/2025 08:41","10/27/2025 11:34","1","1","0","","0,00000000","","","0,00000000"
"Strategic advice subscription","55f86997-f122-0329-949e-68f201331258","SE0,00","'-99","03/18/2021","Closed Lost","0","","","Vimond","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:41","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
"Strategical workshop","27e3f35c-0525-8826-1101-68f201150901","SE0,00","'-99","01/14/2021","Closed Won","0","","","Vimond","","SE0,00","","","magnussvensson","aa965b03-becb-7821-8519-68ff576136fb","10/17/2025 08:40","10/27/2025 11:33","1","1","0","","0,00000000","","","0,00000000"
